Date,AAPL US EQUITY,BABA US EQUITY,DIS US EQUITY,LULU US EQUITY,PSX US EQUITY,SPGI US EQUITY,LMT US EQUITY,TXN US EQUITY,V US EQUITY,MCD US EQUITY,SPX INDEX
03/06/2017,34.835,102.31,110.67,64.93,78.72,130.43,267.72,78.31,88.94,128.03,2375.31
03/07/2017,34.88,102.63,110.86,65.14,77.48,130.69,269.04,79.12,89.06,128.07,2368.39
03/08/2017,34.75,103.22,110.84,66.25,77.25,130.58,267.72,79.34,88.96,128.09,2362.98
03/09/2017,34.67,103.24,111.03,65,76.84,131.06,268.68,79.13,89.11,128.14,2364.87
03/10/2017,34.785,103.39,110.92,65.08,78.86,131.69,268.66,80.33,89.73,127.98,2372.6
03/13/2017,34.8,105.18,111.52,63.79,79.01,132.59,269.19,81.02,90.11,127.61,2373.47
03/14/2017,34.748,104.25,112.31,63.67,78.51,132.17,268,81.09,89.55,127.8,2365.45
03/15/2017,35.115,103.69,111.87,63.94,80.15,130.35,269.44,81.82,89.92,127.88,2385.26
03/16/2017,35.173,105.63,111.71,63.84,79.69,131.74,267.94,81.71,90.04,127.98,2381.38
03/17/2017,34.998,105.61,111.76,64.04,79.94,129.99,271.98,82.2,90.24,128.64,2378.25
03/20/2017,35.365,107.25,112.71,63.79,79.41,129.69,272.03,81.59,89.18,128.78,2373.47
03/21/2017,34.96,105.09,111.75,62.93,78.6,128.2,269,79.75,88.06,128.52,2344.02
03/22/2017,35.355,106.09,112.08,62.82,78.83,128.49,269.42,80.69,88.52,129.1,2348.45
03/23/2017,35.23,108.25,112.24,63.08,78.48,129.15,269.5,80.67,88.86,129,2345.96
03/24/2017,35.16,108.04,112.14,63.69,77.27,129.69,267.42,80.59,89.19,129.34,2343.98
03/27/2017,35.22,108.08,112.38,64.11,77.25,128.45,267.16,80.53,88.95,129.49,2341.59
03/28/2017,35.95,107.8,113.05,63.68,77.92,128.72,269.12,80.61,89.12,129.45,2358.57
03/29/2017,36.03,109.51,112.53,66.3,78.32,128.31,268.24,80.49,89.18,128.84,2361.13
03/30/2017,35.983,108.85,113.18,50.76,78.59,129.4,270.54,81.04,89.01,129.32,2368.06
03/31/2017,35.915,107.83,113.39,51.87,79.22,130.74,267.6,80.56,88.87,129.61,2362.72
04/03/2017,35.925,108.09,113.2,50.92,78.29,129.35,268.68,80.36,89.36,129.61,2358.84
04/04/2017,36.193,107.52,113.04,49.76,78.43,128.82,269.56,80.6,88.78,129.29,2360.16
04/05/2017,36.005,107.44,113,49.43,77.57,130.17,266.98,80.08,89.03,130.41,2352.95
04/06/2017,35.915,108.04,113.05,50.78,76.88,129.96,267.11,80.1,89.09,130.15,2357.49
04/07/2017,35.835,108.99,112.58,50.63,77.15,130.05,270.23,80.53,88.74,129.96,2355.54
04/10/2017,35.793,111.7,112.43,52.26,78.05,129.59,269.03,80.13,88.86,129.98,2357.16
04/11/2017,35.408,110.44,113.07,51.7,77.88,129.2,270.27,79.41,88.85,131.2,2353.78
04/12/2017,35.45,110.63,113.04,52.08,77.38,128.93,268.51,78.48,88.68,131.26,2344.93
04/13/2017,35.263,110.21,113.2,51.22,76.67,128.28,268,77.84,88.87,130.76,2328.95
04/17/2017,35.458,111.76,113.78,52,77.01,130.76,269.88,78.72,89.81,131.35,2349.01
04/18/2017,35.3,111.23,114.19,51.93,75.93,130.52,268.78,79.61,89.73,132.3,2342.19
04/19/2017,35.17,110.76,113.73,52.2,75.33,130.57,269.63,79.37,89.75,132.64,2338.17
04/20/2017,35.61,112.96,114.79,53.61,75.75,131.87,271.85,80.76,91.15,133.27,2355.84
04/21/2017,35.568,113.11,114.44,53.08,76.35,131.52,273.09,79.81,91.15,133.41,2348.69
04/24/2017,35.91,114.86,113.7,52.75,77.51,133.9,276.21,81.08,91.85,134.23,2374.15
04/25/2017,36.133,115.48,115.18,52.46,78.08,135.61,270.02,82.36,92.11,141.7,2388.61
04/26/2017,35.92,114.97,115.58,52.72,78.11,134.23,270.35,81.11,91.82,140.84,2387.45
04/27/2017,35.948,115.43,115.84,52.77,78.05,135.09,271.14,80.8,91.6,140.87,2388.77
04/28/2017,35.913,115.5,115.6,52,79.56,134.19,269.45,79.18,91.22,139.93,2384.2
05/01/2017,36.645,116.68,114.73,51.59,79.56,135.02,268.43,79.29,91.26,141.15,2388.33
05/02/2017,36.878,118.09,114.37,52.46,79.26,135.46,269.49,79.25,92.54,141.23,2391.17
05/03/2017,36.765,116.57,111.62,52.21,79.59,135.36,269.6,79.77,92.44,142.62,2388.13
05/04/2017,36.633,115.86,111.17,51.74,78.24,136.61,270.51,79.3,92.62,143.45,2389.52
05/05/2017,37.24,116.04,111.99,51.95,79.35,137.55,273.03,79.63,92.09,143.96,2399.29
05/08/2017,38.253,116.86,111.42,51.69,79.64,136.86,272.5,79.46,91.92,144.24,2399.38
05/09/2017,38.498,120,112.07,52.05,79.6,137.31,273.87,79.45,92,144.36,2396.92
05/10/2017,38.315,119.98,109.66,53.14,79.75,137.87,271.74,80.49,92.25,144.52,2399.63
05/11/2017,38.488,120.16,109.58,54.62,79.52,137.34,272.09,80.4,92.1,144.21,2394.44
05/12/2017,39.025,120.34,109.69,53.12,79.79,136.7,271.26,80.69,92.73,145.36,2390.9
05/15/2017,38.925,121.4,109.13,51.49,80.12,138.38,272.35,81.55,93.23,146.28,2402.32
05/16/2017,38.868,124.02,107.98,50.04,78.54,139.02,271.65,82.27,93.15,147.29,2400.67
05/17/2017,37.563,120.72,106.31,49.14,77.67,136.56,269.24,78.68,91.76,146.41,2357.03
05/18/2017,38.135,121.27,106.68,49.23,77.55,137.45,267.32,79.23,91.71,147.01,2365.72
05/19/2017,38.265,123.22,107.52,49.29,78.25,138.14,272.79,80.3,92.48,148.15,2381.73
05/22/2017,38.498,124.75,107.63,49.51,78.55,138.78,277.03,80.37,93.31,148.19,2394.02
05/23/2017,38.45,122.93,107.02,48.8,78.14,138.2,278.36,79.69,93.86,147.82,2398.42
05/24/2017,38.335,122.81,107.71,48.78,78.28,139.51,280.05,80.05,94.81,149.5,2404.39
05/25/2017,38.468,123.63,107.27,48.69,77.42,140.69,282.06,80.79,95.04,149.78,2415.07
05/26/2017,38.403,123.99,108.41,48.23,77.44,140.21,283.65,81.12,94.67,149.86,2415.82
05/30/2017,38.418,123.91,108.34,47.91,77,140.81,280.09,81.97,94.72,149.93,2412.91
05/31/2017,38.19,122.46,107.94,48.27,76.11,142.81,281.13,82.49,95.23,150.89,2411.8
06/01/2017,38.295,123.97,108.21,48.67,76.62,143.7,280.96,81.49,95.4,152.39,2430.06
06/02/2017,38.863,124.13,107.18,54.29,76.37,144.16,281.76,81.63,96.15,153.74,2439.07
06/05/2017,38.483,125.37,106.52,52.9,76.86,144.4,280.13,81.885,96.55,152.79,2436.1
06/06/2017,38.613,124.62,105.5,52.05,77.04,143.93,276.88,82.22,95.79,151.23,2429.33
06/07/2017,38.843,125.64,105.92,52.25,76.96,146.01,277.38,82.89,96.09,151.94,2433.14
06/08/2017,38.748,142.34,104.32,51.72,77.4,145.61,277.62,84.34,96.09,151.43,2433.79
06/09/2017,37.245,139.44,105.62,51.7,79.57,146.81,277,80.9,94.56,151.48,2431.77
06/12/2017,36.355,139.08,107.04,51.9,80.21,145.69,276.89,81.05,93.5,148.47,2429.39
06/13/2017,36.648,136.6,106.56,52.39,80.63,146.5,278.36,80.99,95.08,149.82,2440.35
06/14/2017,36.29,136.67,106.14,53.09,78.78,147.41,280.3,80.16,95.32,150.68,2437.92
06/15/2017,36.073,135.08,105.98,53.13,79.08,148.44,280.93,80.08,94.17,151.17,2432.46
06/16/2017,35.568,134.87,105.51,52.97,80.94,148.49,281.11,79.7,94.17,151.99,2433.15
06/19/2017,36.585,139.47,105.37,53.84,81.24,149.4,282.3,81.42,94.79,153.14,2453.46
06/20/2017,36.253,138.38,103.94,52.56,79.55,147.22,282.89,79.57,94.38,154.07,2437.03
06/21/2017,36.468,143.29,104.8,53.29,78.89,145.22,282.99,79.67,94.54,153.73,2435.61
06/22/2017,36.408,142.27,104.22,54.25,78.91,145.38,280.43,79.05,93.95,154.8,2434.5
06/23/2017,36.57,143.01,104.36,55.37,80.27,146.7,280.64,79.58,95.58,154.64,2438.3
06/26/2017,36.455,142.73,105.57,55.5,80.24,146.27,279.7,78.31,95.22,153.96,2439.07
06/27/2017,35.933,141.53,105.41,55.04,80.54,146.09,277.83,76.95,94.9,153.72,2419.38
06/28/2017,36.458,143.95,106.86,56.16,81.79,148.9,280.02,78.06,96.23,154.3,2440.69
06/29/2017,35.92,140.81,105.71,59.1,81.87,146.04,276.73,76.9,94.42,153.13,2419.7
06/30/2017,36.005,140.9,106.25,59.67,82.69,145.99,277.61,76.93,93.78,153.16,2423.41
07/03/2017,35.875,140.99,107.46,59.99,83.34,145.72,278.92,76.41,93.35,152.5,2429.01
07/05/2017,36.023,144.87,105.63,59.75,82.33,147.53,282.4,76.91,94.01,153.07,2432.54
07/06/2017,35.683,142.2,103.35,57.97,81.89,146.35,280.96,76.86,93.25,153.09,2409.75
07/07/2017,36.045,142.43,103.32,58.36,82.6,148.79,285.2,78.48,93.92,156.27,2425.18
07/10/2017,36.265,143.81,103.59,58.68,82.46,148.8,285.57,78.78,95.09,155.52,2427.43
07/11/2017,36.383,145.81,103.84,58.78,82.36,147.9,286.42,79.04,95.41,154.91,2425.53
07/12/2017,36.435,149,104.38,58.72,82.24,149.44,286.36,80.52,96.18,156.58,2443.25
07/13/2017,36.943,149.52,104.29,59.33,81.72,149.65,286.76,80.54,95.94,155.04,2447.83
07/14/2017,37.26,151.83,105.09,59.81,82.2,149.47,288.13,82,96.93,155.28,2459.27
07/17/2017,37.39,151.23,104.79,59.74,81.81,149.51,288.49,81.66,96.83,155.26,2459.14
07/18/2017,37.52,153.75,105.75,59.38,81.96,149.87,286.79,82.16,97.58,153.96,2460.61
07/19/2017,37.755,153.15,106.82,61.35,82.92,150.19,290.67,82.16,98.25,153.89,2473.83
07/20/2017,37.585,152.11,107.36,61.11,82.36,151.12,289.67,82.69,98.11,154.21,2473.45
07/21/2017,37.568,151.89,107.09,61.94,82.85,153.85,289.12,81.7,99.6,153.92,2472.54
07/24/2017,38.023,152.26,107,62.02,82.65,154.79,290.28,80.92,100.37,151.85,2469.91
07/25/2017,38.185,152.44,106.42,61.9,84.45,155.15,289.83,81.39,99.99,159.07,2477.13
07/26/2017,38.365,155.79,106.94,61.47,83.7,154.58,289.85,82.53,100.85,156.51,2477.83
07/27/2017,37.64,154.15,110,61.47,84.51,153.45,288.13,80.97,99.57,156.95,2475.42
07/28/2017,37.375,157.56,109.96,61.83,83.65,153.47,290.41,80.71,99.15,155.85,2472.1
07/31/2017,37.183,154.95,109.93,61.64,83.75,153.59,292.13,81.38,99.56,155.14,2470.3
08/01/2017,37.513,154.73,110.61,61.61,85.63,154.63,292.65,81.71,100.87,154.04,2476.35
08/02/2017,39.285,151.91,108.67,61.23,86.67,152.02,294.7,81.31,101.28,156.59,2477.57
08/03/2017,38.893,153.32,109.12,60.5,85.65,151.92,295.82,81.36,100.59,154.72,2472.16
08/04/2017,39.098,153.33,107.69,61.76,85.6,151.03,297,81.43,100.89,153.82,2476.83
08/07/2017,39.703,158.84,106.35,62.51,85.07,150.95,297.15,82.17,101.49,154.97,2480.91
08/08/2017,40.02,157.5,106.98,62.53,85.02,148.28,300.1,82.45,101.28,154.92,2474.92
08/09/2017,40.265,157.49,102.83,61.89,84.49,150.77,305.22,82.28,100.97,154.92,2474.02
08/10/2017,38.83,151.77,101.35,60.25,83.64,148.34,303.25,80.36,99.49,156.62,2438.21
08/11/2017,39.37,151.7,101.99,59.76,83.44,148.41,303.75,80.89,100.09,157.3,2441.32
08/14/2017,39.963,154.61,101.4,59.93,83.88,150.54,307.58,82.05,101.87,157.26,2465.84
08/15/2017,40.4,157.75,101.51,59.5,83.68,151.5,306.2,81.95,102.63,157.62,2464.61
08/16/2017,40.238,159.5,102.2,59.76,83.03,152.27,305.8,82.46,103.32,158.9,2468.11
08/17/2017,39.465,163.92,101.38,58.96,80.89,149.97,301.42,80.15,102.16,157.89,2430.01
08/18/2017,39.375,167.5,100.7,58.13,81.56,150.1,299.2,79.97,102.51,157.76,2425.55
08/21/2017,39.303,169.25,101.17,59.44,81.9,149.99,301.88,79.89,103.22,158.36,2428.37
08/22/2017,39.945,174.46,102.77,59.8,82.23,152.84,304.8,80.75,104.07,159.64,2452.51
08/23/2017,39.995,175.8,101.5,60.34,82.36,151.29,302.84,80.89,103.18,158.81,2444.04
08/24/2017,39.818,175,101.52,60.02,83.87,151.45,302.6,81.25,103.22,158.41,2438.97
08/25/2017,39.965,171.74,102.41,60.21,83.42,151.27,302.8,80.98,103.35,158.82,2443.05
08/28/2017,40.368,168.3,102.56,60.13,83.65,151.99,303.61,80.76,103.78,159.67,2444.24
08/29/2017,40.728,167.41,102.57,58.32,83.5,150.92,308.14,81.03,103.77,159.38,2446.3
08/30/2017,40.838,171.25,102.87,57.61,83.6,153.54,306.3,82.31,103.73,159.53,2457.59
08/31/2017,41,171.74,101.2,57.55,83.81,154.33,305.39,82.82,103.52,159.97,2471.65
09/01/2017,41.013,171.04,101.5,61.69,84.43,153.72,302.19,82.54,103.9,159.81,2476.55
09/05/2017,40.52,169.92,101.6,61.56,83.24,153.18,302.2,81.85,103.01,159.1,2457.85
09/06/2017,40.478,168.14,101.5,61.49,83.36,151.2,301.45,82.07,103.18,158.22,2465.54
09/07/2017,40.315,170.48,97.06,61.3,84.04,151.4,302.35,82,104.56,159.9,2465.1
09/08/2017,39.658,169,97.07,62.34,84.7,151.93,302.9,81.38,104.43,159.71,2461.43
09/11/2017,40.375,174.06,97.09,61.89,85.19,152.77,304.48,82.22,106.15,161.53,2488.11
09/12/2017,40.215,175.31,97.89,61.79,85.73,153.6,303.73,82.89,106.21,156.33,2496.48
09/13/2017,39.913,178.97,98.82,61.5,86.35,153.46,300.2,82.7,105.83,157,2498.37
09/14/2017,39.57,177.1,97.9,61.12,86.24,153.72,301.34,83.29,106.08,157,2495.62
09/15/2017,39.97,176.7,98.52,60.6,87.67,154,302.3,84.84,105.3,156.92,2500.23
09/18/2017,39.668,179.98,98.1,59.76,88.31,154.43,303.8,86.14,104.83,156.68,2503.87
09/19/2017,39.683,180.07,98.43,58.95,89.09,155.61,305.65,86.81,105.41,157.43,2506.65
09/20/2017,39.018,177.95,99.21,58.56,89.07,155.83,307.9,85.83,104.97,159.88,2508.24
09/21/2017,38.348,177.39,98.89,58.6,89.14,155.75,308.01,86.05,105.31,159.03,2500.6
09/22/2017,37.973,178.14,98.6,58.14,89.89,156.82,308.54,88.27,105.56,158.91,2502.22
09/25/2017,37.638,169.59,99.57,57.39,91.01,155.52,306.85,87.5,103.02,156.26,2496.66
09/26/2017,38.285,167.02,98.63,59.34,91.35,155.07,309.58,87.7,102.94,153.35,2496.84
09/27/2017,38.558,170.99,99.24,60.13,91.8,154.77,310.13,88.81,103.89,154.05,2507.04
09/28/2017,38.32,170.24,98.05,60.27,91.79,155.53,309.13,89.65,104.58,157.49,2510.06
09/29/2017,38.53,172.71,98.57,62.25,91.61,156.31,310.29,89.64,105.24,156.68,2519.36
10/02/2017,38.453,173.61,99.86,62.83,92.38,157.52,311.33,89.65,105.44,156.96,2529.12
10/03/2017,38.62,178.56,100.79,62.22,93.63,159.21,312.86,89.94,105.59,156.86,2534.58
10/04/2017,38.37,178.71,100.55,61.34,93.43,159.6,313.02,90.49,105.31,157.21,2537.74
10/05/2017,38.848,178.89,100.11,61.76,93.33,159.04,314.58,91.14,106.24,158.8,2552.07
10/06/2017,38.825,179.2,100.07,61.3,92.82,158.45,316.46,91.35,106.73,159.6,2549.33
10/09/2017,38.96,182.09,99.57,61.95,93.32,159.17,317.3,91.58,107.01,160.12,2544.73
10/10/2017,38.975,183.12,99.58,63.31,93.47,158.8,317.71,92.38,107.31,160.58,2550.64
10/11/2017,39.138,184.69,98.55,62.69,93.68,159,318.59,92.87,108.44,163.15,2555.24
10/12/2017,39,180.53,96.93,60.5,94.34,161.12,321.15,92.62,108.11,163.91,2550.93
10/13/2017,39.248,178.45,97.38,59.17,94.43,161.82,319.39,93.59,108.66,165.37,2553.17
10/16/2017,39.97,179.56,98.13,58.2,90.87,162.46,318.94,94.23,108.3,165.01,2557.64
10/17/2017,40.118,175.32,98.36,58.93,90.63,161.68,318.27,94.27,107.54,165.4,2559.36
10/18/2017,39.94,179.61,98.25,59.72,90.24,161.15,315.57,93.43,107.8,165.77,2561.26
10/19/2017,38.995,177.93,99.01,60.09,90.39,159.44,316.84,93.45,107.02,166.5,2562.1
10/20/2017,39.063,177.32,99.4,63.29,90.8,161.55,320,95.18,107.55,166.3,2575.21
10/23/2017,39.043,173.13,98.7,63.83,91.24,162.1,320.73,96.21,107.53,163.34,2564.98
10/24/2017,39.275,173.7,98.29,61.87,91.83,161.9,313.15,96.44,108.41,163.88,2569.13
10/25/2017,39.103,170.22,97.8,62.07,91.71,160.92,312.43,95.82,109.49,163.58,2557.15
10/26/2017,39.353,170.32,98.56,62.01,91.18,165,307.89,96.15,109.8,164.01,2560.4
10/27/2017,40.763,176.15,98.31,62.4,91.99,162.16,308,97.5,109.71,165.39,2581.07
10/30/2017,41.68,181.58,98.04,61.72,91.02,156.25,308.63,96.06,110.04,166.23,2572.83
10/31/2017,42.26,184.89,97.81,61.51,91.08,156.47,308.16,96.69,109.98,166.91,2575.26
11/01/2017,41.723,186.08,99.03,61.49,92.3,156.56,306.6,96.35,111.07,166.37,2579.36
11/02/2017,42.028,184.81,98.35,60.76,93.46,155.5,310.86,96.79,110.98,168.1,2579.85
11/03/2017,43.125,183.21,98.64,61.15,93.58,158.69,309.99,97.98,111.36,168.65,2587.84
11/06/2017,43.563,187.84,100.64,61.79,94.43,158.64,310.08,98.54,111.92,170.07,2591.13
11/07/2017,43.703,188.51,101.61,60.24,94.57,159.07,313.29,98.4,112.09,170.77,2590.64
11/08/2017,44.06,185.9,101.18,61.64,94.55,160.06,315.64,98.44,112.47,170.1,2594.38
11/09/2017,43.97,185.13,102.68,64.01,94.42,157.91,311.08,97.05,112.14,167,2584.62
11/10/2017,43.668,186.41,104.78,64.87,93.66,156.94,311.17,96.94,111.88,165.59,2582.3
11/13/2017,43.493,184.54,104.74,64.6,93.32,158.03,312.95,97.03,111.4,167.37,2584.84
11/14/2017,42.835,181.79,103.17,64.93,92.83,159.3,313.74,96.96,111.98,168.11,2578.87
11/15/2017,42.27,181.48,103.69,64.91,92.57,158.82,310.64,96.77,110.25,167.32,2564.62
11/16/2017,42.775,185.43,103.6,65.71,92.46,160.1,312.65,98.32,111.02,168.09,2585.64
11/17/2017,42.538,185.13,103.44,66.31,92.65,160.59,309.7,97.74,109.82,166.72,2578.85
11/20/2017,42.495,188,102.75,66.88,92.62,162.19,314.65,98.28,109.95,166.93,2582.14
11/21/2017,43.285,190.9,103,66.58,93.62,163.7,316.94,99.19,111.45,168.3,2599.03
11/22/2017,43.74,189.84,102.74,66.8,93.29,163.22,314.87,98.08,110.82,169.05,2597.08
11/24/2017,43.743,191.19,102.64,66.79,93.64,164.14,315.82,99.3,111.97,169.11,2602.42
11/27/2017,43.523,188.03,102.79,66.13,92.81,164.4,316.7,98.63,112.38,168.96,2601.42
11/28/2017,43.268,186.69,103.41,67.37,94.05,165.83,319.01,99.48,113.36,171.34,2627.04
11/29/2017,42.37,179.91,105.24,66.87,94.91,164.73,320.76,96.88,109.86,170.43,2626.07
11/30/2017,42.963,177.08,104.82,66.96,97.56,165.48,319.12,97.29,112.59,171.97,2647.58
12/01/2017,42.763,174.61,105.25,67.22,97.57,166.17,313.57,97.18,110.73,172.87,2642.22
12/04/2017,42.45,169.58,110.22,67.22,97.53,167.46,311.78,95.97,107.43,170.65,2639.44
12/05/2017,42.41,168.96,107.22,66.36,98.27,167.89,310.14,96.9,108.58,172.99,2629.57
12/06/2017,42.253,172.63,105.46,67.66,97.59,168.62,311.97,97.02,109.74,173.48,2629.27
12/07/2017,42.33,174.47,105.26,72.01,97.86,169.53,314.42,97.78,111.4,172.91,2636.98
12/08/2017,42.343,177.62,104.23,73.77,99.55,171.21,315.85,98.02,112.6,173.15,2651.5
12/11/2017,43.168,179.29,106.83,73.64,99.72,171.7,316.17,98.83,112.37,173.25,2659.99
12/12/2017,42.925,174.64,107.43,74.31,99.07,172.57,315.89,98.43,113.46,172.23,2664.11
12/13/2017,43.068,176.47,107.61,74.19,99.99,169.01,317.79,98.86,113.31,173.55,2662.85
12/14/2017,43.055,171.75,110.57,74.78,99.55,167.59,317.01,100.25,112.92,173.14,2652.01
12/15/2017,43.493,173.55,111.27,75.82,99.92,169.05,322.82,101.22,113.82,174.06,2675.81
12/18/2017,44.105,173.37,111.03,76.55,99.98,170.91,322.76,103.27,113.55,174.2,2690.16
12/19/2017,43.635,171.28,111.81,76.57,99.14,172,319.97,104.1,112.14,173.39,2681.47
12/20/2017,43.588,172.64,109.69,76.88,100.72,170.01,317.72,104.8,112.12,172.17,2679.25
12/21/2017,43.753,175.32,109.57,77.74,100.08,168.78,317.19,104.07,112.41,171.85,2684.57
12/22/2017,43.753,176.29,108.67,78.48,100.89,167.83,318.03,104.13,112.69,171.42,2683.34
12/26/2017,42.643,172.33,108.12,79.4,101.64,167.42,318.51,104.15,112.99,171.29,2680.5
12/27/2017,42.65,172.97,107.64,79.28,102.06,169.4,319.44,104.53,114.02,172.67,2682.62
12/28/2017,42.77,172.3,107.77,79.61,101.96,169.85,322.1,104.82,114.35,173.1,2687.54
12/29/2017,42.308,172.43,107.51,78.59,101.15,169.4,321.05,104.44,114.02,172.12,2673.61
01/02/2018,43.065,183.65,111.8,79.69,101.75,168.12,318.54,105.57,114.51,173.22,2695.81
01/03/2018,43.058,184,112.28,78.59,102.43,170.82,321.21,108.43,115.65,172.49,2713.06
01/04/2018,43.258,185.71,112.23,79.85,102.15,173.38,326.72,108.29,116.08,173.7,2723.99
01/05/2018,43.75,190.7,111.62,79.43,102.16,175.7,329.68,109.12,118.86,174.05,2743.15
01/08/2018,43.588,190.33,110.02,79.04,102.06,177.18,328.16,109.64,119.34,173.93,2747.71
01/09/2018,43.583,190.8,109.94,79.51,101.72,177.24,330.51,110.39,119.11,173.54,2751.29
01/10/2018,43.573,189.79,109.47,78.86,102.08,175.61,331.05,109.7,118.98,173.51,2748.23
01/11/2018,43.82,188.75,110.99,78.99,102.37,176.4,331.13,110.67,119.84,173.39,2767.56
01/12/2018,44.273,187.79,112.47,78.84,104.97,177.64,336.25,112.72,120.09,173.57,2786.24
01/16/2018,44.048,182.4,110.69,76.7,103.5,175.83,330.11,112.92,120.39,173.68,2776.42
01/17/2018,44.775,183.83,111.97,77.92,106.16,176.79,334.86,119.16,121.98,174.98,2802.56
01/18/2018,44.815,184.4,110.42,77.57,105.29,178.64,333,116.41,123.11,174.57,2798.03
01/19/2018,44.615,184.05,110.59,79.34,105.63,181.14,332,116.83,122.7,176.12,2810.3
01/22/2018,44.25,184.02,111.1,78.96,106.66,182.15,329,119.44,124.33,176.21,2832.97
01/23/2018,44.26,192.28,110.41,79.7,106.9,182.93,328.7,119.89,124.65,176.81,2839.13
01/24/2018,43.555,195.53,110.5,79.2,104.63,183.11,330.49,109.7,124.55,176.12,2837.54
01/25/2018,42.778,198.33,110.55,78.62,104.17,181.89,334.72,110.15,125.22,175.66,2839.25
01/26/2018,42.878,205.22,112.19,79.08,106.59,183.8,344.9,113.69,126.32,178.36,2872.87
01/29/2018,41.99,203.01,111.54,79.96,104.25,181.04,351.42,112.65,124.84,177.77,2853.53
01/30/2018,41.743,199.66,110.11,79.48,102.28,180.34,350.39,109.89,123.55,172.48,2822.43
01/31/2018,41.858,204.29,108.67,78.21,102.4,181.1,354.85,109.67,124.23,171.14,2823.81
02/01/2018,41.945,192.22,110.49,78.81,100.86,182,357.38,110.08,125.72,171.9,2821.98
02/02/2018,40.125,187.31,108.7,78.62,97.01,177.33,352.66,107.66,120.91,169.38,2762.13
02/05/2018,39.123,180.53,104.7,77.41,95.21,166.36,336.46,104.21,116.27,163.85,2648.94
02/06/2018,40.758,185.17,106.17,78.62,96.88,179.96,337.59,105.87,119.97,165.18,2695.14
02/07/2018,39.885,180.3,104.76,80.99,95.61,182.69,345.43,101.98,119.65,165.71,2681.66
02/08/2018,38.788,173.7,101.35,76.67,92.44,173.31,334.3,97.66,113.86,158.97,2581
02/09/2018,39.103,176.67,103.09,77.15,92.6,177.5,341.42,100.49,116.32,160.8,2619.55
02/12/2018,40.678,177.44,103.39,76.8,93.59,180.36,345.81,101.94,118.47,163.9,2656
02/13/2018,41.085,179.25,104.12,77.27,93.76,181.94,350.23,100.98,118.35,162.4,2662.94
02/14/2018,41.843,186.76,104.6,81.22,93.33,186.03,354.66,102.68,120.83,159.99,2698.63
02/15/2018,43.248,187.45,105.18,80.92,92.77,188.92,361,104.57,122.28,160.78,2731.2
02/16/2018,43.108,183.68,106.53,81.4,91.99,189.28,360.53,104.47,121.85,157.79,2732.22
02/20/2018,42.963,187.19,105.98,80.58,90.99,187.9,358.69,105.29,122.01,157.16,2716.26
02/21/2018,42.768,188.82,105.05,81.16,89.58,187.58,357.06,103.66,120.43,158.64,2701.33
02/22/2018,43.125,188.75,105.24,80.83,90.13,187.85,355.41,103.93,120.38,160.66,2703.96
02/23/2018,43.875,193.29,107.25,81.86,91.83,191.67,358.69,107.04,122.93,163.06,2747.3
02/26/2018,44.743,194.19,109.81,82.33,92.52,193.3,358.7,109.63,124.59,163.58,2779.6
02/27/2018,44.598,188.26,104.87,80.46,92.12,193.14,358.17,108.34,123.37,160.66,2744.28
02/28/2018,44.53,186.14,103.16,81.1,90.37,191.8,352.44,108.35,122.94,157.74,2713.83
03/01/2018,43.75,181.99,102.57,81.04,90.87,189.52,339.69,106.53,120.4,155.7,2677.67
03/02/2018,44.053,179.76,102.99,82.07,91.37,189.02,341.72,108.22,120.77,148.27,2691.25
03/05/2018,44.205,181.6,103.41,81.13,93.06,190.37,342.36,109.01,121.88,151.03,2720.94
03/06/2018,44.168,187.37,104.94,83.69,93.93,190.99,339.5,109.69,121.06,151.2,2728.12
03/07/2018,43.758,189.05,103.59,81.32,94.22,189.7,342.2,108.56,121.85,152.38,2726.8
03/08/2018,44.235,187.18,104.03,80.75,95.19,192.5,341.78,109.49,122.22,154.44,2738.97
03/09/2018,44.995,190.55,104.73,81,95.91,194.96,340.49,111.53,124.51,157.24,2786.57
03/12/2018,45.43,192.74,105.17,80.33,94.99,195.96,333.1,111.63,124.24,157.74,2783.02
03/13/2018,44.993,188.41,103.73,79.8,94.55,195.89,333.46,110.59,123.2,158.22,2765.31
03/14/2018,44.61,192.56,103.9,80.75,94.21,192.38,331.68,109.97,122.58,158.24,2749.48
03/15/2018,44.663,199.06,103.24,79.61,94.46,192.71,333.23,109.71,123.41,161.61,2747.33
03/16/2018,44.505,200.28,102.87,80.76,95.79,192.51,331.4,109.97,124.53,162.36,2752.01
03/19/2018,43.825,194.53,101.48,80.28,94.4,190.45,335.25,107.86,123.21,159.01,2712.92
03/20/2018,43.81,198.95,101.35,81.48,95.1,195.65,335.6,109.46,124.91,159.38,2716.94
03/21/2018,42.818,195.3,101.82,80.7,96.15,193.81,335.47,108.64,123.22,158.66,2711.93
03/22/2018,42.213,184.65,100.6,81.1,94.7,189.08,327.15,103.9,119.99,157.04,2643.69
03/23/2018,41.235,181.2,98.54,79.51,93.39,186.49,336.31,101.36,117,154.98,2588.26
03/26/2018,43.193,190.5,100.65,80.34,96,191.28,343.93,106.6,120.64,158.01,2658.55
03/27/2018,42.085,181.89,99.36,78.71,95.71,187.87,338.85,102.56,117.4,157.48,2612.62
